Date,PRCP,SNOW,TMAX,TMIN,TAVG,AWND
28/05/2016,0,0,30.6,21.1,25.5,4.3
29/05/2016,10.9,0,28.3,18.9,23.7,2.7
30/05/2016,0,0,26.7,20,22.7,2.6
31/05/2016,0,0,30.6,21.1,24.7,1.7
01/06/2016,0,0,30.6,20.6,25.4,2.6
02/06/2016,0,0,27.8,20,23.4,2.2
03/06/2016,8.1,0,27.2,22.2,23.7,2.7
04/06/2016,0,0,27.8,21.1,23.8,3.4
05/06/2016,4.1,0,29.4,21.1,24.7,4.7
06/06/2016,0,0,30.6,20.6,24.7,3.8
07/06/2016,0,0,30.6,18.3,25.4,4.3
08/06/2016,0,0,23.3,16.7,20.9,6.3
09/06/2016,0,0,27.8,11.7,20.3,4.3
10/06/2016,0,0,27.8,17.2,22.8,4.4
11/06/2016,0,0,35.6,18.9,25.7,4.4
12/06/2016,0,0,33.9,21.1,29.4,6.4
13/06/2016,0,0,27.2,17.8,22.7,4.9
14/06/2016,0,0,27.2,19.4,24.1,3.9
15/06/2016,0,0,28.3,18.9,22.8,3
16/06/2016,11.7,0,31.7,20,25.2,3.8
17/06/2016,0,0,27.8,18.9,22.6,4.6
18/06/2016,0,0,29.4,18.9,24.1,3
19/06/2016,0,0,32.2,18.3,24.8,3.2
20/06/2016,0,0,32.8,20,26.3,3.4
21/06/2016,25.1,0,32.8,22.2,26.7,3.5
22/06/2016,0,0,30,20.6,24.9,3.6
23/06/2016,13.5,0,27.8,21.1,24.2,3
24/06/2016,0,0,30,21.7,25.4,3.5
25/06/2016,0,0,29.4,22.2,24.9,3.5
26/06/2016,0,0,30,18.9,24.9,2.3
27/06/2016,8.9,0,30.6,20,24.7,4.5
28/06/2016,22.1,0,30.6,20.6,25.9,3
29/06/2016,0,0,27.8,20,23.7,4.7
30/06/2016,0,0,28.9,18.3,23.7,2.8
01/07/2016,6.1,0,31.1,21.7,25.8,3.2
02/07/2016,0,0,26.7,21.1,24.3,4.3
03/07/2016,1.8,0,23.3,17.8,21.7,2.1
04/07/2016,7.9,0,23.3,20,21.3,4.1
05/07/2016,6.9,0,32.8,23.3,26.6,3.6
06/07/2016,0,0,34.4,25,29.1,2.2
07/07/2016,0,0,33.9,25,29.4,3.7
08/07/2016,0.8,0,32.8,25,28.8,3.2
09/07/2016,4.6,0,33.9,25.6,28.4,3.8
10/07/2016,0,0,30,23.3,26.9,4
11/07/2016,0,0,31.1,21.1,26.4,2.6
12/07/2016,0,0,30.6,22.8,26.3,3.6
13/07/2016,0,0,32.2,23.9,27.4,3
14/07/2016,0,0,36.7,23.9,29.5,4.5
15/07/2016,0,0,34.4,24.4,29.7,3.5
16/07/2016,10.9,0,33.9,22.2,28.4,3
17/07/2016,0,0,33.9,21.7,26.2,3.1
18/07/2016,11.2,0,35,22.8,28.4,3.8
19/07/2016,11.7,0,33.3,21.1,27.1,3.3
20/07/2016,0,0,31.7,21.1,25.9,2.6
21/07/2016,0,0,32.2,21.7,26.9,3.1
22/07/2016,0,0,35,23.3,28.3,3.6
23/07/2016,0,0,36.7,26.1,31.2,3.8
24/07/2016,0,0,36.1,26.7,31.5,3.1
25/07/2016,0,0,37.8,27.2,31.8,3.8
26/07/2016,0,0,36.7,26.7,31.1,2.9
27/07/2016,0,0,36.1,27.2,30.9,2.9
28/07/2016,6.9,0,35,25,29.9,3.1
29/07/2016,2.5,0,33.3,23.9,27.2,3.4
30/07/2016,8.4,0,32.2,23.3,28.1,3.7
31/07/2016,0,0,33.3,23.9,26.9,2.3
01/08/2016,0,0,33.9,24.4,28.4,2.9
02/08/2016,0,0,32.8,23.9,27.7,3.4
03/08/2016,0,0,28.3,22.2,25.3,3.1
04/08/2016,0,0,30,21.1,25.3,3
05/08/2016,0,0,29.4,22.8,25.3,3.7
06/08/2016,1.5,0,34.4,23.9,27.2,3.6
07/08/2016,0,0,33.3,21.7,27.7,3.2
08/08/2016,0,0,33.3,21.1,26.6,2.9
09/08/2016,0,0,27.2,20,23.7,1.9
10/08/2016,0,0,35,25,28.6,4.9
11/08/2016,0,0,36.1,25.6,30.4,4.8
12/08/2016,0,0,37.2,27.2,31.2,5
13/08/2016,0,0,38.3,27.2,31.8,5.1
14/08/2016,0,0,37.8,26.7,32.8,3.9
15/08/2016,29.5,0,37.8,22.8,29.9,3.1
16/08/2016,0,0,36.1,23.9,27.9,4.3
17/08/2016,22.4,0,35,22.2,30.7,3.4
18/08/2016,0,0,33.3,23.3,27.5,3.4
19/08/2016,0,0,33.3,23.3,28.6,2.3
20/08/2016,0,0,32.8,23.9,28.3,2.8
21/08/2016,17.5,0,32.8,23.3,26.8,4.4
22/08/2016,0,0,29.4,20.6,25.3,4.1
23/08/2016,0,0,28.9,19.4,24.6,2.6
24/08/2016,0,0,30,19.4,24.7,3.9
25/08/2016,0,0,31.7,21.7,25.9,4.4
26/08/2016,0,0,35,25,29.7,3.3
27/08/2016,0,0,33.3,25,29.8,3.2
28/08/2016,0,0,32.2,23.3,27.5,2.3
29/08/2016,0,0,34.4,22.2,27.6,2.5
30/08/2016,0,0,32.8,23.9,28.3,2.8
31/08/2016,0,0,32.8,22.8,27.4,3.2
01/09/2016,0.8,0,28.3,22.2,25.9,3.6
02/09/2016,0,0,27.2,19.4,23.9,4.7
03/09/2016,0,0,27.8,21.1,23.8,6.7
04/09/2016,0,0,28.3,20,23.9,3.6
05/09/2016,0,0,31.1,18.3,24.2,2.5
06/09/2016,0,0,34.4,21.7,27.4,5.2
07/09/2016,0.5,0,34.4,22.8,28.1,2.7
08/09/2016,0,0,36.7,23.9,28.6,3.7
09/09/2016,0,0,35.6,25.6,30.1,3.2
10/09/2016,0,0,35,25,29.4,4.7
11/09/2016,0,0,30,21.1,27.9,4.9
12/09/2016,0,0,30,18.9,24.1,3.5
13/09/2016,0,0,31.7,20.6,25.3,4.6
14/09/2016,0,0,35,20.6,27,3
15/09/2016,0,0,25,19.4,24.1,4.2
16/09/2016,0,0,26.1,18.9,21.8,3
17/09/2016,0,0,28.3,20,23.5,3.7
18/09/2016,0,0,31.7,21.7,25.5,4.1
19/09/2016,11.7,0,25.6,22.8,24.8,3
20/09/2016,0,0,26.7,21.7,23.6,3.8
21/09/2016,0,0,27.8,22.8,24.9,3.5
22/09/2016,0,0,30.6,20,25.1,3.1
23/09/2016,0,0,32.2,18.9,24.6,2.2
24/09/2016,0,0,25,18.3,23.2,3.8
25/09/2016,0,0,23.9,15,19.3,2.8
26/09/2016,3,0,21.7,17.8,19.7,4.4
27/09/2016,10.9,0,25,18.3,20.7,2.4
28/09/2016,7.9,0,21.7,17.8,19.5,4.4
29/09/2016,25.9,0,21.1,18.3,20.8,7
30/09/2016,2.8,0,18.9,16.7,18,6.6
01/10/2016,5.8,0,19.4,17.2,18.3,3.8
02/10/2016,0.5,0,24.4,18.3,19.9,1.6
03/10/2016,0,0,25.6,17.2,21.3,3
04/10/2016,0,0,24.4,15,18.9,4.3
05/10/2016,0,0,22.2,14.4,17.9,3.7
06/10/2016,0,0,21.1,15.6,18.1,3
07/10/2016,0,0,23.3,16.7,19.1,3.3
08/10/2016,6.4,0,19.4,18.3,19.2,4.2
09/10/2016,2.3,0,20.6,12.2,17.3,8.9
10/10/2016,0,0,18.9,9.4,14.2,4.8
11/10/2016,0,0,20,7.8,13.5,1.7
12/10/2016,0,0,21.1,10,15.1,1.7
13/10/2016,0,0,22.8,12.2,16.4,3.8
14/10/2016,0,0,19.4,9.4,14.6,2.2
15/10/2016,0,0,20.6,10,14.8,2.2
16/10/2016,0,0,22.8,11.7,16.2,3.1
17/10/2016,0,0,27.8,15,20.1,3
18/10/2016,0,0,27.8,17.2,21.1,3.8
19/10/2016,0,0,30.6,18.3,23.3,2.2
20/10/2016,0.5,0,29.4,20,23.8,3.7
21/10/2016,6.6,0,26.1,14.4,21.1,5.8
22/10/2016,0,0,16.1,10.6,14,8.5
23/10/2016,0,0,20.6,7.2,13.2,4.6
24/10/2016,0,0,21.7,10.6,16.3,5.1
25/10/2016,0,0,17.8,8.3,13.1,5
26/10/2016,0,0,14.4,5,10.4,2.1
27/10/2016,0.8,0,17.2,10,12.9,3.3
28/10/2016,0,0,17.2,8.3,14.4,5.6
29/10/2016,0,0,23.9,6.7,13.9,3.8
30/10/2016,0,0,26.7,14.4,18.8,4.1
31/10/2016,0,0,16.7,8.9,15.1,3.8
01/11/2016,0,0,16.1,8.9,12.1,2.6
02/11/2016,0,0,22.8,11.7,15.8,2.4
03/11/2016,0,0,28.3,14.4,19.3,4.1
04/11/2016,0,0,18.3,9.4,16.6,5.1
05/11/2016,0,0,20.6,6.7,13.1,2.6
06/11/2016,0,0,21.1,10,14.9,4.2
07/11/2016,0,0,16.1,6.7,11.7,2.6
08/11/2016,0,0,20,5,10.9,2.3
09/11/2016,4.8,0,18.9,10.6,14.2,4.6
10/11/2016,0,0,17.2,6.7,11.8,5
11/11/2016,0,0,19.4,7.8,13.2,5.9
12/11/2016,,0,11.7,2.8,8.7,3.6
13/11/2016,0,0,17.8,0.6,7.6,2.4
14/11/2016,0,0,13.3,2.2,8.4,1.7
15/11/2016,0,0,18.9,9.4,12.6,3
16/11/2016,0.5,0,19.4,5,11.5,3
17/11/2016,0,0,17.2,6.7,12.1,2.9
18/11/2016,0,0,21.1,5,12.1,1.7
19/11/2016,1.3,0,22.2,5.6,12.3,4.5
20/11/2016,0,0,8.3,2.8,5.8,8.9
21/11/2016,0,0,8.3,2.2,4.2,5.7
22/11/2016,0,0,10.6,1.1,4.8,4.5
23/11/2016,0,0,10.6,0,5.8,1.4
24/11/2016,0,0,13.9,6.1,9.4,1
25/11/2016,0,0,14.4,6.7,9.8,1.6
26/11/2016,0,0,11.1,5.6,9.2,5.6
27/11/2016,0,0,12.2,3.9,7.5,2.6
28/11/2016,0,0,12.2,1.7,6.4,2.9
29/11/2016,3,0,17.2,8.9,11.9,2.2
30/11/2016,9.7,0,20.6,11.1,15.5,2.7
01/12/2016,3.6,0,17.2,8.3,13.8,5.2
02/12/2016,0,0,12.8,6.7,9,5.7
03/12/2016,0,0,10.6,5.6,7.8,6
04/12/2016,1.3,0,8.3,3.3,5.9,3.3
05/12/2016,4.6,0,13.9,4.4,7.8,3.8
06/12/2016,26.2,0,7.8,5.6,7,4.4
07/12/2016,0,0,11.1,2.8,7.9,3.3
08/12/2016,0,0,8.9,1.1,6.2,3.9
09/12/2016,0,0,5,-1,1.9,6
10/12/2016,0,0,3.9,-3.2,0.7,4.4
11/12/2016,0,0,6.1,-1.6,0.7,3.2
12/12/2016,4.1,0,13.3,5,7.1,4.5
13/12/2016,0,0,8.3,4.4,6.6,2.4
14/12/2016,0,0,9.4,2.8,5.7,3.4
15/12/2016,0,0,4.4,-7.7,0.2,7.6
16/12/2016,0,0,-1,-8.2,-5.9,3.4
17/12/2016,6.6,0,10,-2.1,-0.1,3.7
18/12/2016,0.3,0,19.4,2.2,10.2,7.5
19/12/2016,0,0,3.9,-0.5,1.8,4.3
20/12/2016,0,0,2.8,-3.2,-0.3,2.3
21/12/2016,0,0,8.9,-2.7,2.7,2.2
22/12/2016,0,0,15.6,1.7,6.7,4.6
23/12/2016,0,0,8.9,-0.5,4.3,2.6
24/12/2016,13.7,0,8.9,2.2,5.9,-2.7
25/12/2016,0,0,10.6,1.7,5.9,1.7
26/12/2016,0,0,9.4,2.8,5.4,2.7
27/12/2016,0,0,20,9.4,13.1,5.3
28/12/2016,0,0,11.1,2.8,9.2,3.5
29/12/2016,6.1,0,11.1,1.7,5.7,3.6
30/12/2016,0,0,6.7,0,4.3,5.1
31/12/2016,0,0,9.4,-2.1,2.9,5.8
